index,0
千代田,6
中央,25
港,83
新宿,60
文京,8
台東,29
墨田,11
江東,22
品川,41
目黒,42
大田,37
世田谷,104
渋谷,37
中野,33
杉並,56
豊島,20
北,10
荒川,6
板橋,20
練馬,42
足立,22
葛飾,19
江戸川,15
八王子,9
立川,2
武蔵野,4
三鷹,8
青梅,1
府中,1
昭島,2
調布,4
町田,14
小金井,3
小平,3
日野,6
東村山,1
国分寺,0
国立,0
福生,0
狛江,3
東大和,1
清瀬,1
東久留,2
武蔵村山,1
多摩,0
稲城,3
羽村,3
あきる,1
西東京,10
瑞穂,0
日の出,0
檜原,0
奥多摩,0
大島,0
利島,0
新島,0
神津島,0
三宅,0
御蔵島,0
八丈,0
青ヶ島,0
小笠原,0
都外,32
調査中※,170
,
,
