index,0
千代田,4
中央,19
港,50
新宿,36
文京,4
台東,23
墨田,7
Unnamed: 7,
江東,12
品川,29
目黒,29
大田,18
世田谷,67
渋谷,24
中野,19
杉並,34
豊島,13
北,7
荒川,3
,
板橋,9
練馬,25
足立,11
葛飾,14
江戸川,11
八王子,4
立川,0
武蔵野,4
三鷹,7
青梅,1
府中,1
,
昭島,0
調布,1
町田,10
小金井,2
小平,2
日野,4
東村山,0
国分寺,0
国立,0
福生,0
狛江,0
,
東大和,1
清瀬,0
東久留米,1
武蔵村山,0
多摩,0
稲城,3
羽村,3
あきる野,0
西東京,9
瑞穂,0
日の出,0
,
檜原,0
奥多摩,0
大島,0
利島,0
新島,0
神津島,0
三宅,0
御蔵島,0
八丈,0
青ヶ島,0
小笠原,0
,
都外,22
調査中※,141
,
,
